,nppes_provider_city,drug_name,total_claim
1445,PARIS,BUTRANS,72.0
1446,CENTERVILLE,FENTANYL,72.0
1447,MT PLEASANT,FENTANYL,72.0
1448,LYNNVILLE,HYDROCODONE-ACETAMINOPHEN,72.0
1449,CLEVELAND,EMBEDA,71.0
1450,PARSONS,ACETAMINOPHEN-CODEINE,71.0
1451,HARRIMAN,OXYMORPHONE HCL ER,71.0
1452,KNOXVILLE,HYDROMORPHONE ER,71.0
1453,ONLY,HYDROCODONE-ACETAMINOPHEN,71.0
1454,JOELTON,MORPHINE SULFATE ER,71.0
1455,JACKSON,BUTRANS,71.0
1456,WINFIELD,OXYCODONE HCL,71.0
1457,WINCHESTER,OXYCONTIN,71.0
1458,CAMDEN,OPANA ER,71.0
1459,WINCHESTER,EMBEDA,70.0
1460,MILLINGTON,BUTORPHANOL TARTRATE,70.0
1461,PORTLAND,MORPHINE SULFATE ER,70.0
1462,MICHIE,TRAMADOL HCL,70.0
1463,SEYMOUR,MORPHINE SULFATE,70.0
1464,BOLIVAR,TRAMADOL HCL-ACETAMINOPHEN,70.0
1465,OOLTEWAH,ACETAMINOPHEN-CODEINE,69.0
1466,CARTHAGE,ACETAMINOPHEN-CODEINE,69.0
1467,OLIVER SPRINGS,MORPHINE SULFATE ER,69.0
1468,CROSSVILLE,ENDOCET,69.0
1469,LAWRENCEBURG,METHADONE HCL,69.0
1470,SODDY DAISY,TRAMADOL HCL-ACETAMINOPHEN,69.0
1471,DYERSBURG,OXYCONTIN,69.0
1472,COALMONT,HYDROCODONE-ACETAMINOPHEN,69.0
1473,LIMESTONE,OXYCODONE-ACETAMINOPHEN,69.0
1474,LYNNVILLE,OXYCODONE-ACETAMINOPHEN,69.0
1475,KNOXVILLE,KADIAN,69.0
1476,RAMER,MORPHINE SULFATE,68.0
1477,WHITE PINE,OXYCODONE HCL,68.0
1478,LOBELVILLE,TRAMADOL HCL,68.0
1479,CARTHAGE,HYDROMORPHONE HCL,68.0
1480,JOELTON,OXYCODONE-ACETAMINOPHEN,68.0
1481,S PITTSBURG,OXYCODONE HCL,68.0
1482,MURFREESBORO,NUCYNTA,67.0
1483,HENDERSONVILLE,TRAMADOL HCL-ACETAMINOPHEN,67.0
1484,EAST RIDGE,OXYCONTIN,67.0
1485,GALLATIN,OXYCODONE HCL ER,67.0
1486,MT JULIET,OXYCODONE-ACETAMINOPHEN,66.0
1487,RAMER,OXYCODONE-ACETAMINOPHEN,66.0
1488,ALGOOD,HYDROCODONE-ACETAMINOPHEN,66.0
1489,SPRING HILL,NUCYNTA ER,66.0
1490,CROSSVILLE,EMBEDA,66.0
1491,TRACY CITY,METHADONE HCL,66.0
1492,MORRISON,TRAMADOL HCL,66.0
1493,TULLAHOMA,OXYMORPHONE HCL ER,66.0
1494,SNEEDVILLE,OXYCODONE-ACETAMINOPHEN,66.0
1495,MT. JULIET,OXYCODONE-ACETAMINOPHEN,66.0
1496,SPRINGFIELD,OPANA ER,66.0
1497,SIGNAL MTN,HYDROCODONE-ACETAMINOPHEN,65.0
1498,OAK RIDGE,OPANA ER,65.0
1499,DYERSBURG,HYDROMORPHONE HCL,65.0
1500,COOKEVILLE,NUCYNTA ER,65.0
1501,COWAN,HYDROCODONE-ACETAMINOPHEN,65.0
1502,LA FOLLETTE,OXYCONTIN,65.0
1503,MOUNT JULIET,OPANA ER,65.0
1504,KINGSTON,OXYCONTIN,65.0
1505,TULLAHOMA,EMBEDA,65.0
1506,TULLAHOMA,NUCYNTA ER,65.0
1507,GERMANTOWN,TRAMADOL HCL-ACETAMINOPHEN,65.0
1508,PARIS,OPANA ER,64.0
1509,JOELTON,OXYCODONE HCL,64.0
1510,BARTLETT,MORPHINE SULFATE,64.0
1511,CLEVELAND,XTAMPZA ER,64.0
1512,PLEASANT VIEW,HYDROMORPHONE HCL,64.0
1513,COLUMBIA,HYDROMORPHONE HCL,64.0
1514,WOODBURY,MORPHINE SULFATE ER,64.0
1515,JOHNSON CITY,TRAMADOL HCL-ACETAMINOPHEN,64.0
1516,SOUTH PITTSBURG,OXYCODONE HCL,64.0
1517,KODAK,ACETAMINOPHEN-CODEINE,63.0
1518,SPRING HILL,OXYCONTIN,63.0
1519,CELINA,OXYCONTIN,63.0
1520,MEMPHIS,OXYMORPHONE HCL ER,63.0
1521,MC EWEN,TRAMADOL HCL,63.0
1522,MEMPHIS,TRAMADOL HCL ER,63.0
1523,NEWPORT,ACETAMINOPHEN-CODEINE,63.0
1524,KINGSPORT,TRAMADOL HCL ER,63.0
1525,PLEASANT VIEW,ACETAMINOPHEN-CODEINE,62.0
1526,FAYETTEVILLE,MORPHINE SULFATE,62.0
1527,COLLIERVILLE,MORPHINE SULFATE ER,62.0
1528,FRANKLIN,TRAMADOL HCL ER,62.0
1529,PARIS,OXYCODONE HCL ER,62.0
1530,BLUFF CITY,HYDROCODONE-ACETAMINOPHEN,62.0
1531,CROSSVILLE,HYDROMORPHONE HCL,62.0
1532,HERMITAGE,BUTRANS,62.0
1533,GORDONSVILLE,MORPHINE SULFATE ER,61.0
1534,CAMDEN,BUTRANS,61.0
1535,CLARKSVILLE,OXYMORPHONE HCL,61.0
1536,MAYNARDVILLE,FENTANYL,61.0
1537,ESTILL SPRINGS,TRAMADOL HCL,61.0
1538,LEBANON,OXYMORPHONE HCL ER,61.0
1539,LIVINGSTON,OXYCONTIN,61.0
1540,MUFREESBORO,TRAMADOL HCL,61.0
1541,HUMBOLDT,MORPHINE SULFATE ER,60.0
1542,SHELBYVILLE,TRAMADOL HCL-ACETAMINOPHEN,60.0
1543,LOBELVILLE,OXYCODONE-ACETAMINOPHEN,60.0
1544,KINGSTON SPRINGS,HYDROCODONE-ACETAMINOPHEN,60.0
1545,MARYVILLE,MORPHINE SULFATE,60.0
1546,KNOXVILLE,BUTALBITAL COMPOUND-CODEINE,60.0
1547,HUNTINGDON,FENTANYL,60.0
1548,LEXINGTON,FENTANYL,60.0
1549,GRAY,FENTANYL,59.0
1550,CHATTANOOGA,HYSINGLA ER,59.0
1551,ELIZABETHTON,ENDOCET,59.0
1552,ROSSVILLE,TRAMADOL HCL,59.0
1553,JACKSON,ENDOCET,59.0
1554,CLEVELAND,ENDOCET,59.0
1555,CAMDEN,METHADONE HCL,59.0
1556,KINGSPORT,OXYCODONE HCL ER,58.0
1557,NEWPORT,HYSINGLA ER,58.0
1558,HUMBOLDT,OXYCODONE HCL,58.0
1559,SEVIERVILLE,ACETAMINOPHEN-CODEINE,58.0
1560,JASPER,FENTANYL,58.0
1561,LAWRENCEBURG,HYDROMORPHONE HCL,58.0
1562,TULLAHOMA,METHADONE HCL,58.0
1563,GALLATIN,EMBEDA,58.0
1564,PORTLAND,ACETAMINOPHEN-CODEINE,58.0
1565,CELINA,METHADONE HCL,58.0
1566,CELINA,ACETAMINOPHEN-CODEINE,58.0
1567,HARRISON,ACETAMINOPHEN-CODEINE,57.0
1568,COOKEVILLE,XTAMPZA ER,57.0
1569,FRANKLIN,OXYMORPHONE HCL ER,57.0
1570,JACKSBORO,ACETAMINOPHEN-CODEINE,57.0
1571,BOLIVAR,OXYCODONE HCL,57.0
1572,CHARLESTON,MORPHINE SULFATE,57.0
1573,HUMBOLDT,TRAMADOL HCL-ACETAMINOPHEN,56.0
1574,MURFRESSBORO,TRAMADOL HCL,56.0
1575,TALBOTT,OXYCODONE HCL,56.0
1576,LORETTO,OXYCODONE-ACETAMINOPHEN,56.0
1577,CLARKSVILLE,NUCYNTA ER,56.0
1578,SODDY DAISY,OXYCODONE HCL,56.0
1579,"CHATTANOOGA,",TRAMADOL HCL,56.0
1580,LOUDON,OXYMORPHONE HCL ER,56.0
1581,RED BOILING SPRINGS,TRAMADOL HCL,56.0
1582,OAKLAND,OXYCODONE-ACETAMINOPHEN,56.0
1583,LEWISBURG,FENTANYL,56.0
1584,MOUNT JULIET,HYDROMORPHONE HCL,56.0
1585,OAKFIELD,MORPHINE SULFATE ER,55.0
1586,BRENTWOOD,HYDROMORPHONE HCL,55.0
1587,HALLS,MORPHINE SULFATE ER,55.0
1588,MILLINGTON,OXYCONTIN,55.0
1589,HENDERSONVILLE,ENDOCET,55.0
1590,TULLAHOMA,BUTRANS,54.0
1591,DICKSON,BUTORPHANOL TARTRATE,54.0
1592,GREENFIELD,TRAMADOL HCL,54.0
1593,CENTERVILLE,ACETAMINOPHEN-CODEINE,54.0
1594,LEWISBURG,HYDROMORPHONE HCL,54.0
1595,HIXSON,TRAMADOL HCL ER,54.0
1596,MILAN,OXYCONTIN,53.0
1597,CHATTANOOGA,MEPERIDINE HCL,53.0
1598,MARYVILLE,TRAMADOL HCL-ACETAMINOPHEN,53.0
1599,LORETTO,MORPHINE SULFATE ER,53.0
1600,BEAN STATION,OXYCODONE HCL,53.0
1601,JOHNSON CITY,HYDROCODONE-IBUPROFEN,53.0
1602,LYLES,TRAMADOL HCL,52.0
1603,BRUCETON,TRAMADOL HCL,52.0
1604,MAYNARDVILLE,OXYCONTIN,52.0
1605,WHITEHOUSE,HYDROCODONE-ACETAMINOPHEN,52.0
1606,HERMITAGE,EMBEDA,52.0
1607,TIPTONVILLE,TRAMADOL HCL,52.0
1608,LYNNVILLE,OXYCODONE HCL,52.0
1609,MONTEAGLE,OXYCODONE HCL,52.0
1610,WOODBURY,MORPHINE SULFATE,52.0
1611,SMITHVILLE,ACETAMINOPHEN-CODEINE,51.0
1612,TURTLETOWN,HYDROCODONE-ACETAMINOPHEN,51.0
1613,LEOMA,OXYCONTIN,51.0
1614,LEWISBURG,ACETAMINOPHEN-CODEINE,51.0
1615,TRACY CITY,OXYMORPHONE HCL ER,51.0
1616,CHATTANOOGA,NUCYNTA,51.0
1617,MT PLEASANT,MORPHINE SULFATE ER,51.0
1618,EAST RIDGE,HYDROMORPHONE HCL,51.0
1619,MAYNARDVILLE,OXYMORPHONE HCL ER,51.0
1620,GALLATIN,OPANA ER,51.0
1621,MORRISTOWN,BUTORPHANOL TARTRATE,51.0
1622,FAYETTEVILLE,MORPHINE SULFATE ER,51.0
1623,GORDONSVILLE,ACETAMINOPHEN-CODEINE,50.0
1624,LYLES,ACETAMINOPHEN-CODEINE,50.0
1625,OOLTEWAH,OXYCODONE HCL,50.0
1626,CROSSVILLE,BUTRANS,50.0
1627,SPENCER,ACETAMINOPHEN-CODEINE,50.0
1628,MILLINGTON,FENTANYL,50.0
1629,PORTLAND,OPANA ER,50.0
1630,TULLAHOMA,OPANA ER,50.0
1631,CORDOVA,HYSINGLA ER,50.0
1632,UNION CITY,MORPHINE SULFATE,50.0
1633,VONORE,OXYCODONE HCL,50.0
1634,MORRISTOWN,ENDOCET,50.0
1635,ALCOA,OXYCONTIN,50.0
1636,ETOWAH,MORPHINE SULFATE ER,50.0
1637,MEMPHIS,BUTORPHANOL TARTRATE,50.0
1638,ALCOA,TRAMADOL HCL-ACETAMINOPHEN,49.0
1639,WHITE HOUSE,ACETAMINOPHEN-CODEINE,49.0
1640,DAYTON,HYDROMORPHONE HCL,49.0
1641,HENDERSON,OPANA ER,49.0
1642,MEMPHIS,MEPERIDINE HCL,49.0
1643,UNION CITY,OXYCODONE HCL ER,49.0
1644,LAFAYETTE,ACETAMINOPHEN-CODEINE,49.0
1645,ANTIOCH,ENDOCET,49.0
1646,WAVERLY,OXYCODONE HCL,49.0
1647,GALLATIN,OXYMORPHONE HCL ER,49.0
1648,BENTON,OXYCODONE HCL,49.0
1649,SALE CREEK,ACETAMINOPHEN-CODEINE,49.0
1650,PARIS,OXYMORPHONE HCL ER,49.0
1651,RUTLEDGE,OXYCODONE HCL,48.0
1652,LENOIR CITY,MORPHINE SULFATE,48.0
1653,MORRISTOWN,TRAMADOL HCL-ACETAMINOPHEN,48.0
1654,LAKE CITY,TRAMADOL HCL,48.0
1655,GERMANTOWN,BUTALBITAL COMPOUND-CODEINE,48.0
1656,SHELBYVILLE,ACETAMINOPHEN-CODEINE,48.0
1657,LIMESTONE,HYDROCODONE-IBUPROFEN,48.0
1658,SODDY DAISY,OXYCONTIN,48.0
1659,KNOXVILLE,HYSINGLA ER,48.0
1660,BULLS GAP,OXYCODONE-ACETAMINOPHEN,48.0
1661,COLLIERVILLE,ACETAMINOPHEN-CODEINE,48.0
1662,BAXTER,TRAMADOL HCL,48.0
1663,CORDOVA,OXYMORPHONE HCL ER,48.0
1664,LA FOLLETTE,MORPHINE SULFATE,47.0
1665,OOLTEWAH,MORPHINE SULFATE ER,47.0
1666,MURFREESBORO,TRAMADOL HCL-ACETAMINOPHEN,47.0
1667,GAINESBORO,MORPHINE SULFATE ER,47.0
1668,TRENTON,OXYCODONE HCL,47.0
1669,GAINESBORO,FENTANYL,46.0
1670,BRISTOL,ENDOCET,46.0
1671,KINGSTON,ACETAMINOPHEN-CODEINE,46.0
1672,MUNFORD,OXYCODONE HCL,46.0
1673,NEW JOHNSONVILLE,OXYCODONE HCL,46.0
1674,POWELL,OPANA ER,46.0
1675,FRANKLIN,BUTRANS,46.0
1676,GREENBRIER,OXYCODONE-ACETAMINOPHEN,46.0
1677,OAK RIDGE,TRAMADOL HCL ER,46.0
1678,STANTON,HYDROCODONE-ACETAMINOPHEN,46.0
1679,JACKSON,BUTORPHANOL TARTRATE,46.0
1680,LA VERGNE,TRAMADOL HCL,45.0
1681,MOUNT JULIET,MORPHINE SULFATE,45.0
1682,CHURCH HILL,ACETAMINOPHEN-CODEINE,45.0
1683,SELMER,OXYCONTIN,45.0
1684,DANDRIDGE,MORPHINE SULFATE,45.0
1685,COPPERHILL,MORPHINE SULFATE ER,45.0
1686,GRAY,ACETAMINOPHEN-CODEINE,45.0
1687,PINEY FLATS,OXYCODONE-ACETAMINOPHEN,45.0
1688,LENOIR CITY,OXYCONTIN,45.0
1689,SMYRNA,OPANA ER,45.0
1690,EAGLEVILLE,HYDROCODONE-ACETAMINOPHEN,45.0
1691,NASHVILLE,HYDROCODONE-IBUPROFEN,45.0
1692,MC MINNVILLE,OXYCONTIN,45.0
1693,MC MINNVILLE,OXYCODONE HCL,45.0
1694,BRENTWOOD,OXYMORPHONE HCL ER,45.0
1695,LEBANON,NUCYNTA ER,44.0
1696,HOHENWALD,OXYCODONE HCL,44.0
1697,WESTMORELAND,OXYCODONE HCL,44.0
1698,CAMDEN,ACETAMINOPHEN-CODEINE,44.0
1699,WAYNESBORO,ACETAMINOPHEN-CODEINE,44.0
1700,FAYETTEVILLE,OXYCONTIN,44.0
1701,ANTIOCH,ACETAMINOPHEN-CODEINE,44.0
1702,WOODBURY,BUTRANS,44.0
1703,LIVINGSTON,ENDOCET,44.0
1704,ATHENS,OXYMORPHONE HCL ER,44.0
1705,KINGSPORT,TRAMADOL HCL-ACETAMINOPHEN,44.0
1706,RIVES,HYDROCODONE-ACETAMINOPHEN,44.0
1707,MADISONVILLE,FENTANYL,44.0
1708,HIXSON,ENDOCET,43.0
1709,BYRDSTOWN,OXYCODONE HCL,43.0
1710,HARRIMAN,OPANA ER,43.0
1711,SMITHVILLE,BUTRANS,43.0
1712,MEMPHIS,OXYCODONE HCL ER,43.0
1713,WOODBURY,OXYCONTIN,43.0
1714,FARRAGUT,OXYCODONE HCL,43.0
1715,DICKSON,EMBEDA,43.0
1716,HENDERSONVILLE,TRAMADOL HCL ER,43.0
1717,DECATURVILLE,ACETAMINOPHEN-CODEINE,43.0
1718,COLUMBIA,OXYCODONE HCL ER,43.0
1719,NASHVILLE,HYSINGLA ER,43.0
1720,GREENEVILLE,CODEINE SULFATE,43.0
1721,LEWISBURG,METHADONE HCL,43.0
1722,LORETTO,ACETAMINOPHEN-CODEINE,42.0
1723,COOKEVILLE,EMBEDA,42.0
1724,S PITTSBURG,FENTANYL,42.0
1725,ENGLEWOOD,MORPHINE SULFATE ER,42.0
1726,ROSSVILLE,HYDROCODONE-ACETAMINOPHEN,42.0
1727,JOHNSON CITY,NUCYNTA,42.0
1728,LOUDON,OXYCONTIN,42.0
1729,HENDERSON,OXYCONTIN,42.0
1730,CARTHAGE,OPANA ER,42.0
1731,HERMITAGE,ENDOCET,42.0
1732,NASHVILLE,XTAMPZA ER,42.0
1733,OLD HICKORY,TRAMADOL HCL-ACETAMINOPHEN,42.0
1734,JAMESTOWN,EMBEDA,42.0
1735,SMYRNA,ACETAMINOPHEN-CODEINE,41.0
1736,DECHERD,OXYCODONE-ACETAMINOPHEN,41.0
1737,NASHVILLE,OXYMORPHONE HCL,41.0
1738,DOVER,FENTANYL,41.0
1739,SWEETWATER,TRAMADOL HCL-ACETAMINOPHEN,41.0
1740,DYER,TRAMADOL HCL,41.0
1741,CENTERVILLE,MORPHINE SULFATE ER,41.0
1742,MOUNTAIN HOME,MORPHINE SULFATE ER,41.0
1743,RUTHERFORD,MORPHINE SULFATE ER,41.0
1744,CROSSVILLE,METHADONE HCL,41.0
1745,ROGERSVILLE,OXYCONTIN,41.0
1746,ARLINGTON,FENTANYL,41.0
1747,JOHNSON CITY,OXYCODONE HCL ER,41.0
1748,WHITE HOUSE,MORPHINE SULFATE,41.0
1749,MEMPHIS,NUCYNTA ER,41.0
1750,WINCHESTER,ACETAMINOPHEN-CODEINE,41.0
1751,BRISTOL,HYDROCODONE-IBUPROFEN,40.0
1752,TAZEWELL,OPANA ER,40.0
1753,LAFAYETTE,OXYMORPHONE HCL ER,40.0
1754,CORDOVA,OPANA ER,40.0
1755,SPRINGFIELD,HYDROMORPHONE HCL,40.0
1756,JEFFERSON CITY,MORPHINE SULFATE,40.0
1757,TALBOTT,MORPHINE SULFATE ER,40.0
1758,HARTFORD,TRAMADOL HCL,40.0
1759,MARTIN,HYDROMORPHONE HCL,40.0
1760,LIVINGSTON,OPANA ER,40.0
1761,JONESBOROUGH,OXYCODONE HCL,40.0
1762,TROY,TRAMADOL HCL,40.0
1763,LOUDON,ACETAMINOPHEN-CODEINE,40.0
1764,MARYVILLE,OXYCONTIN,40.0
1765,NASHVILLE,NORCO,40.0
1766,CORRYTON,FENTANYL,40.0
1767,BRIGHTON,ACETAMINOPHEN-CODEINE,40.0
1768,JOELTON,TRAMADOL HCL,39.0
1769,MURFRESSBORO,OXYCODONE-ACETAMINOPHEN,39.0
1770,LEXINGTON,OXYCONTIN,39.0
1771,WINCHESTER,HYDROMORPHONE HCL,39.0
1772,SEYMOUR,TRAMADOL HCL-ACETAMINOPHEN,39.0
1773,MARTIN,OXYCONTIN,39.0
1774,GLEASON,MORPHINE SULFATE ER,39.0
1775,MOUNTAIN CITY,OXYCONTIN,39.0
1776,CROSSVILLE,OXYCODONE HCL ER,39.0
1777,MOUNT PLEASANT,HYDROCODONE-ACETAMINOPHEN,39.0
1778,GAINESBORO,HYDROMORPHONE HCL,39.0
1779,SAVANNAH,ENDOCET,39.0
1780,APISON,FENTANYL,39.0
1781,NEWPORT,EMBEDA,39.0
1782,WARTRACE,OXYCODONE-ACETAMINOPHEN,39.0
1783,SEVIERVILLE,BELBUCA,39.0
1784,JEFFERSON CITY,HYDROMORPHONE HCL,39.0
1785,COVINGTON,OXYCONTIN,39.0
1786,SPRING HILL,OPANA ER,39.0
1787,MURFREESBORO,OXYMORPHONE HCL,38.0
1788,KNOXVILLE,BUTALB-CAFF-ACETAMINOPH-CODEIN,38.0
1789,SEWANEE,FENTANYL,38.0
1790,CHURCH HILL,OXYCONTIN,38.0
1791,UNICOI,OXYCODONE-ACETAMINOPHEN,38.0
1792,BLAINE,OXYCODONE HCL,38.0
1793,RAMER,ACETAMINOPHEN-CODEINE,38.0
1794,ONEIDA,OXYMORPHONE HCL ER,38.0
1795,MORRISTOWN,NORCO,38.0
1796,KNOXVILLE,MS CONTIN,38.0
1797,COOKEVILLE,NUCYNTA,38.0
1798,CLEVELAND,BUTRANS,38.0
1799,SODDY DAISY,MORPHINE SULFATE ER,38.0
1800,SEWANEE,MORPHINE SULFATE,38.0
1801,SOMERVILLE,OXYCODONE HCL ER,37.0
1802,LOBELVILLE,MORPHINE SULFATE ER,37.0
1803,HIXSON,HYDROMORPHONE HCL,37.0
1804,HENDERSON,BUTRANS,37.0
1805,CLAIRFIELD,HYDROCODONE-ACETAMINOPHEN,37.0
1806,JOHNSON CITY,HYSINGLA ER,37.0
1807,HARTSVILLE,OXYMORPHONE HCL ER,37.0
1808,MT JULIET,OXYCODONE HCL,37.0
1809,SPENCER,FENTANYL,37.0
1810,MORRISON,BUTRANS,37.0
1811,FRIENDSHIP,HYDROCODONE-ACETAMINOPHEN,37.0
1812,SOUTH FULTON,OXYCODONE-ACETAMINOPHEN,37.0
1813,NASHVILLE,PENTAZOCINE-NALOXONE HCL,37.0
1814,TULLAHOMA,HYDROCODONE-IBUPROFEN,37.0
1815,ERIN,MORPHINE SULFATE ER,37.0
1816,LOUDON,OPANA ER,37.0
1817,COUNCE,ACETAMINOPHEN-CODEINE,36.0
1818,SPENCER,OXYCODONE HCL,36.0
1819,COWAN,OXYCODONE-ACETAMINOPHEN,36.0
1820,KNOXVILLE,PERCOCET,36.0
1821,BRENTWOOD,NUCYNTA ER,36.0
1822,LAWRENCEBURG,OPANA ER,36.0
1823,SPEEDWELL,HYDROCODONE-ACETAMINOPHEN,36.0
1824,SPARTA,MORPHINE SULFATE,36.0
1825,MARTIN,METHADONE HCL,36.0
1826,JACKSBORO,FENTANYL,36.0
1827,SEVIERVILLE,MORPHINE SULFATE,36.0
1828,LEOMA,TRAMADOL HCL,36.0
1829,LEWISBURG,MORPHINE SULFATE,36.0
1830,CHURCH HILL,HYDROMORPHONE HCL,36.0
1831,TAZEWELL,ENDOCET,36.0
1832,FRANKLIN,BUTORPHANOL TARTRATE,36.0
1833,LOUDON,MORPHINE SULFATE,36.0
1834,PLEASANT VIEW,OPANA ER,36.0
1835,ELIZABETHTON,MORPHINE SULFATE,36.0
1836,ERWIN,ACETAMINOPHEN-CODEINE,35.0
1837,HENDERSONVILLE,OXYMORPHONE HCL,35.0
1838,HENDERSONVILLE,HYSINGLA ER,35.0
1839,JOHNSON CITY,ENDOCET,35.0
1840,BELLS,OXYCODONE-ACETAMINOPHEN,35.0
1841,GERMANTOWN,BUTRANS,35.0
1842,BULLS GAP,ACETAMINOPHEN-CODEINE,35.0
1843,MICHIE,OXYCODONE-ACETAMINOPHEN,35.0
1844,EAGLEVILLE,TRAMADOL HCL,35.0
1845,EADS,HYDROCODONE-ACETAMINOPHEN,35.0
1846,MT JULIET,TRAMADOL HCL,35.0
1847,CORRYTON,TRAMADOL HCL,35.0
1848,ROAN MOUNTAIN,OXYCODONE-ACETAMINOPHEN,35.0
1849,CORDOVA,ENDOCET,35.0
1850,COPPERHILL,OXYCONTIN,35.0
1851,COPPERHILL,METHADONE HCL,35.0
1852,CLEVELAND,TRAMADOL HCL ER,35.0
1853,SIGNAL MTN,TRAMADOL HCL,34.0
1854,LIVINGSTON,MORPHINE SULFATE,34.0
1855,ELIZABETHTON,TRAMADOL HCL-ACETAMINOPHEN,34.0
1856,WHITE HOUSE,METHADONE HCL,34.0
1857,NEW TAZEWELL,MORPHINE SULFATE ER,34.0
1858,SPRING CITY,EMBEDA,34.0
1859,MORRISTOWN,OXYCODONE HCL ER,34.0
1860,OOLTEWAH,HYDROMORPHONE HCL,34.0
1861,EAST RIDGE,METHADONE HCL,34.0
1862,MONTEREY,OXYCODONE HCL,34.0
1863,KNOXVILLE,PENTAZOCINE-NALOXONE HCL,34.0
1864,BRENTWOOD,OXYCODONE HCL ER,34.0
1865,MT. JULIET,OXYCODONE HCL,34.0
1866,SPRING HILL,EMBEDA,34.0
1867,BLAINE,FENTANYL,34.0
1868,S PITTSBURG,MORPHINE SULFATE ER,34.0
1869,CAMDEN,NUCYNTA,33.0
1870,HARRIMAN,OXYCONTIN,33.0
1871,DICKSON,BUTRANS,33.0
1872,CLIFTON,ACETAMINOPHEN-CODEINE,33.0
1873,PIKEVILLE,FENTANYL,33.0
1874,COLLEGE DALE,OXYCODONE-ACETAMINOPHEN,33.0
1875,SPRINGFIELD,NUCYNTA ER,33.0
1876,CLARKSVILLE,TRAMADOL HCL-ACETAMINOPHEN,33.0
1877,HARTFORD,MORPHINE SULFATE ER,33.0
1878,COALMONT,OXYCODONE-ACETAMINOPHEN,33.0
1879,GREENEVILLE,HYDROMORPHONE HCL,33.0
1880,RAMER,FENTANYL,33.0
1881,JELLICO,FENTANYL,33.0
1882,GRAY,HYSINGLA ER,33.0
1883,CROSSVILLE,TRAMADOL HCL ER,33.0
1884,OOLTEWAH,OXYCONTIN,33.0
1885,LEWISBURG,OXYCODONE HCL ER,33.0
1886,LAFOLLETTE,ACETAMINOPHEN-CODEINE,33.0
1887,ENGLEWOOD,OXYCONTIN,33.0
1888,MOUNT JULIET,NUCYNTA ER,33.0
1889,ANDERSONVILLE,HYDROCODONE-ACETAMINOPHEN,33.0
1890,ONEIDA,EMBEDA,33.0
1891,LYNNVILLE,MORPHINE SULFATE ER,33.0
1892,HARROGATE,ENDOCET,32.0
1893,MARYVILLE,BUTRANS,32.0
1894,HERMITAGE,OXYCODONE HCL ER,32.0
1895,DECATURVILLE,TRAMADOL HCL,32.0
1896,TULLAHOMA,OXYCODONE HCL ER,32.0
1897,LOUISVILLE,ACETAMINOPHEN-CODEINE,32.0
1898,JONESBOROUGH,MORPHINE SULFATE ER,32.0
1899,MURGREESBORO,HYDROCODONE-ACETAMINOPHEN,32.0
1900,JELLICO,MORPHINE SULFATE ER,32.0
1901,PARSONS,FENTANYL,32.0
1902,BROWNSVILLE,OXYCODONE HCL,32.0
1903,WHITWELL,OXYCODONE HCL,32.0
1904,JASPER,ENDOCET,32.0
1905,JAMESTOWN,OXYCODONE HCL ER,32.0
1906,COALMONT,TRAMADOL HCL,32.0
1907,DRESDEN,OXYCONTIN,32.0
1908,CARTHAGE,OXYMORPHONE HCL ER,32.0
1909,RIDGELY,HYDROCODONE-ACETAMINOPHEN,32.0
1910,LIVINGSTON,OXYMORPHONE HCL ER,31.0
1911,LAKELAND,OXYCODONE-ACETAMINOPHEN,31.0
1912,DECATUR,FENTANYL,31.0
1913,COLLINWOOD,ACETAMINOPHEN-CODEINE,31.0
1914,MCKENZIE,OXYCODONE-ACETAMINOPHEN,31.0
1915,SNEEDVILLE,OXYCODONE HCL,31.0
1916,SAVANNAH,OXYCONTIN,31.0
1917,PARIS,HYDROMORPHONE ER,31.0
1918,MADISON,MORPHINE SULFATE,31.0
1919,UNION CITY,NUCYNTA ER,31.0
1920,JEFFERSON CITY,OXYCODONE HCL ER,31.0
1921,CARTHAGE,BUTRANS,31.0
1922,CELINA,HYDROMORPHONE HCL,31.0
1923,LAWRENCEBURG,EMBEDA,31.0
1924,ADAMSVILLE,OXYCONTIN,31.0
1925,CLARKSVILLE,BUTORPHANOL TARTRATE,31.0
1926,SPRINGFIELD,EMBEDA,31.0
1927,SPRING CITY,ENDOCET,31.0
1928,HENDERSONVILLE,BUTRANS,31.0
1929,CLARKRANGE,ENDOCET,31.0
1930,DRESDEN,BUTRANS,30.0
1931,PIKEVILLE,ENDOCET,30.0
1932,TRACY CITY,TRAMADOL HCL,30.0
1933,SMYRNA,MORPHINE SULFATE,30.0
1934,POWELL,TRAMADOL HCL-ACETAMINOPHEN,30.0
1935,ERIN,HYDROMORPHONE HCL,30.0
1936,ALLARDT,HYDROCODONE-ACETAMINOPHEN,30.0
1937,GATLINBURG,FENTANYL,30.0
1938,BRIGHTON,FENTANYL,30.0
1939,HUNTINGDON,TRAMADOL HCL-ACETAMINOPHEN,30.0
1940,GLEASON,TRAMADOL HCL,30.0
1941,WARTBURG,XTAMPZA ER,30.0
1942,LAKELAND,MORPHINE SULFATE,30.0
1943,ATHENS,HYDROMORPHONE HCL,30.0
1944,NEWPORT,HYDROMORPHONE ER,30.0
1945,BOLIVAR,FENTANYL,30.0
1946,DUNLAP,ACETAMINOPHEN-CODEINE,30.0
